,Country,ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
201,Thailand,THA,-0.165,-0.158,-0.328,-0.038,-0.238,0.399,-0.056,-0.131,0.454,-0.005,-0.491,0.028,0.353,-0.467,0.095,-0.516,0.088,0.279,0.59,0.497,0.305,0.14,0.444,0.104,0.3,0.088,0.763,0.271,0.299,0.513,0.641,0.358,0.294,0.353,0.681,0.228,0.388,1.424,0.409,0.042,0.628,0.631,0.771,0.515,0.859,0.652,0.523,0.378,0.493,1.293,0.247,0.908,1.109,0.692,1.202,1.462,1.044,0.813,1.714,1.475,1.012,0.937,0.9970000000000001,1.0570000000000002,1.1170000000000002,1.1770000000000003,1.2370000000000003,1.2970000000000004,1.3570000000000004,1.4170000000000005,1.4770000000000005,1.5370000000000006,1.5970000000000006,1.6570000000000007,1.7170000000000007,1.7770000000000008,1.8370000000000009,1.897000000000001,1.957000000000001,2.017000000000001
202,"Timor-Leste, Dem. Rep. of",TLS,-0.36,-0.029,-0.642,-0.179,,0.086,-0.419,-0.024,0.117,0.29,0.115,-0.183,0.649,-0.323,-0.354,-0.056,0.403,0.833,0.352,0.413,0.762,-0.397,0.376,0.127,0.48,0.122,,,,-0.718,,,,,0.165,0.206,-0.063,0.825,-0.038,,,,0.292,0.352,1.048,0.117,0.423,0.175,0.554,0.837,-0.236,-0.273,0.527,0.465,0.525,1.413,0.742,0.333,0.443,1.351,0.693,0.601,0.661,0.7210000000000001,0.7810000000000001,0.8410000000000002,0.9010000000000002,0.9610000000000003,1.0210000000000004,1.0810000000000004,1.1410000000000005,1.2010000000000005,1.2610000000000006,1.3210000000000006,1.3810000000000007,1.4410000000000007,1.5010000000000008,1.5610000000000008,1.6210000000000009,1.681000000000001
203,Togo,TGO,-0.093,-0.186,0.053,-0.161,-0.077,0.0,-0.221,-0.08,0.345,0.37,-0.162,0.195,0.597,-0.013,-0.226,-0.258,0.399,-0.022,0.477,0.47,0.232,0.223,0.732,0.639,0.449,0.303,1.054,0.702,0.174,0.687,0.327,0.127,0.531,0.51,0.578,0.706,0.578,1.164,0.598,0.545,0.666,0.76,1.037,0.766,1.019,1.061,0.913,0.798,0.921,1.272,0.916,0.615,0.813,0.963,1.166,1.212,1.345,1.2,1.333,1.216,1.619,1.034,1.094,1.1540000000000001,1.2140000000000002,1.2740000000000002,1.3340000000000003,1.3940000000000003,1.4540000000000004,1.5140000000000005,1.5740000000000005,1.6340000000000006,1.6940000000000006,1.7540000000000007,1.8140000000000007,1.8740000000000008,1.9340000000000008,1.9940000000000009,2.0540000000000007,2.1140000000000008
204,Tokelau,TKL,-0.036,0.123,0.178,-0.23,-0.182,-0.136,-0.474,-0.387,0.032,-0.517,-0.331,0.135,0.131,-0.262,-0.278,0.198,0.262,0.255,0.625,0.459,0.38,0.5,0.329,0.214,0.352,0.429,0.554,0.238,0.214,0.635,1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Tonga,TON,0.315,-0.196,-0.29,0.238,-0.602,-0.387,-0.165,0.05,-0.159,0.371,0.156,-0.035,0.402,0.062,0.035,-0.212,0.021,0.286,0.228,0.161,0.097,0.164,0.073,0.296,0.209,-0.007,-0.048,0.756,0.389,0.322,0.286,0.168,-0.143,0.156,0.447,0.272,0.131,0.136,0.054,0.206,0.507,0.667,0.272,0.427,0.595,0.375,0.657,0.109,0.181,0.698,0.392,0.488,0.622,0.498,0.545,1.069,0.863,0.629,1.059,0.945,0.608,0.516,0.5760000000000001,0.6360000000000001,0.6960000000000002,0.7560000000000002,0.8160000000000003,0.8760000000000003,0.9360000000000004,0.9960000000000004,1.0560000000000005,1.1160000000000005,1.1760000000000006,1.2360000000000007,1.2960000000000007,1.3560000000000008,1.4160000000000008,1.4760000000000009,1.536000000000001,1.596000000000001
206,Trinidad and Tobago,TTO,0.279,-0.171,0.241,-0.133,-0.226,0.064,-0.154,-0.281,0.384,0.201,-0.445,-0.245,0.012,-0.448,-0.462,-0.268,0.011,0.04,0.206,0.332,0.291,-0.027,0.272,-0.123,-0.639,-0.441,0.448,0.311,-0.224,0.227,0.358,0.292,0.527,0.368,0.655,0.407,0.587,1.125,0.622,0.491,0.678,0.522,0.807,0.39,1.165,0.739,0.609,0.441,0.504,1.242,0.568,0.622,0.784,0.687,0.851,0.92,1.133,0.594,1.113,1.313,0.867,0.624,0.6839999999999999,0.744,0.804,0.8640000000000001,0.9240000000000002,0.9840000000000002,1.0440000000000003,1.1040000000000003,1.1640000000000004,1.2240000000000004,1.2840000000000005,1.3440000000000005,1.4040000000000006,1.4640000000000006,1.5240000000000007,1.5840000000000007,1.6440000000000008,1.7040000000000008
207,Tunisia,TUN,0.299,0.21,0.015,0.4,-0.094,0.543,0.026,0.084,0.038,-0.211,-0.241,-0.361,-0.142,-0.355,-0.367,-0.747,0.608,-0.385,0.432,-0.201,0.072,0.803,0.213,-0.132,0.387,0.425,0.589,1.316,0.47,1.41,-0.049,0.002,0.676,1.348,0.665,0.64,1.265,1.007,1.767,1.031,2.017,1.273,1.738,0.984,1.122,1.354,1.479,1.464,0.952,1.848,1.129,1.705,1.56,1.956,1.273,1.974,1.447,1.571,1.413,2.077,2.5,2.169,2.229,2.289,2.349,2.4090000000000003,2.4690000000000003,2.5290000000000004,2.5890000000000004,2.6490000000000005,2.7090000000000005,2.7690000000000006,2.8290000000000006,2.8890000000000007,2.9490000000000007,3.009000000000001,3.069000000000001,3.129000000000001,3.189000000000001,3.249000000000001
208,"Türkiye, Rep. of",TUR,0.178,1.033,0.486,-0.719,-0.34,1.424,-0.828,-0.024,-0.064,0.853,0.039,-0.734,-0.489,-0.336,-0.128,-1.154,0.192,-0.055,0.907,-0.096,0.399,-0.228,-0.455,0.331,-0.077,0.416,-0.402,-0.311,0.344,-0.061,0.225,-1.237,-0.812,1.21,0.156,0.289,0.017,1.016,1.251,0.54,1.536,0.801,0.314,0.605,0.44,0.884,0.978,0.858,0.678,2.381,0.375,0.969,1.342,1.315,0.783,1.572,0.758,2.617,1.679,1.877,1.92,1.288,1.348,1.4080000000000001,1.4680000000000002,1.5280000000000002,1.5880000000000003,1.6480000000000004,1.7080000000000004,1.7680000000000005,1.8280000000000005,1.8880000000000006,1.9480000000000006,2.0080000000000005,2.0680000000000005,2.1280000000000006,2.1880000000000006,2.2480000000000007,2.3080000000000007,2.3680000000000008
209,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-0.203,0.248,1.362,-0.075,1.344,0.95,1.284,1.278,1.509,1.781,0.066,1.644,1.288,1.692,1.1,0.726,1.086,1.908,1.109,0.799,1.648,0.728,1.417,1.989,1.671,1.522,1.792,1.503,1.639,2.508,2.568,2.628,2.688,2.748,2.8080000000000003,2.8680000000000003,2.9280000000000004,2.9880000000000004,3.0480000000000005,3.1080000000000005,3.1680000000000006,3.2280000000000006,3.2880000000000007,3.3480000000000008,3.408000000000001,3.468000000000001,3.528000000000001,3.588000000000001
210,Turks and Caicos Islands,TCA,-0.09,-0.232,0.044,0.254,-0.314,0.227,,,,,0.101,0.04,0.312,0.144,0.462,-0.146,0.389,0.843,0.187,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Tuvalu,TUV,-0.041,0.115,-0.002,0.002,-0.3,0.019,-0.221,-0.24,0.208,0.093,-0.315,-0.085,0.174,-0.314,,-0.086,-0.064,0.058,0.24,0.286,0.139,0.018,-0.057,0.084,0.193,0.43,-0.017,0.069,-0.144,0.201,0.524,0.211,-0.003,,0.396,0.362,0.41,0.192,0.39,0.499,0.761,0.788,0.562,0.64,0.803,0.65,0.744,0.371,0.653,0.911,0.789,0.596,0.666,0.63,0.781,0.905,0.996,0.958,1.062,1.179,0.673,0.646,0.706,0.766,0.8260000000000001,0.8860000000000001,0.9460000000000002,1.0060000000000002,1.0660000000000003,1.1260000000000003,1.1860000000000004,1.2460000000000004,1.3060000000000005,1.3660000000000005,1.4260000000000006,1.4860000000000007,1.5460000000000007,1.6060000000000008,1.6660000000000008,1.7260000000000009
212,Uganda,UGA,-0.025,-0.288,-0.209,-0.265,-0.133,0.003,-0.073,-0.252,0.128,0.05,-0.124,0.125,0.403,-0.082,-0.009,0.058,0.201,0.116,0.394,0.718,0.563,0.482,0.768,0.398,0.259,0.415,0.767,0.614,0.062,0.376,0.268,0.322,0.212,0.262,0.451,0.295,0.567,0.465,0.084,0.291,0.226,0.664,0.844,0.709,1.297,1.065,0.413,0.712,1.298,1.422,0.994,1.012,0.973,1.022,1.087,1.181,1.63,0.968,1.498,1.111,1.374,1.298,1.358,1.4180000000000001,1.4780000000000002,1.5380000000000003,1.5980000000000003,1.6580000000000004,1.7180000000000004,1.7780000000000005,1.8380000000000005,1.8980000000000006,1.9580000000000006,2.0180000000000007,2.0780000000000007,2.138000000000001,2.198000000000001,2.258000000000001,2.318000000000001,2.378000000000001
213,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.445,-0.758,1.131,0.929,-0.434,-0.356,0.712,1.139,1.406,1.775,1.521,-0.285,0.907,1.011,0.268,2.367,1.602,1.575,1.605,0.535,1.912,1.471,1.665,2.023,2.057,1.359,2.178,2.311,2.958,1.375,1.866,1.9260000000000002,1.9860000000000002,2.0460000000000003,2.1060000000000003,2.1660000000000004,2.2260000000000004,2.2860000000000005,2.3460000000000005,2.4060000000000006,2.4660000000000006,2.5260000000000007,2.5860000000000007,2.646000000000001,2.706000000000001,2.766000000000001,2.826000000000001,2.886000000000001,2.946000000000001
214,United Arab Emirates,ARE,-0.177,0.6,0.318,-0.34,0.148,0.26,-0.028,-0.586,0.606,0.452,-0.106,-0.78,-0.349,-0.448,-0.321,-0.557,0.401,0.041,0.413,0.376,0.225,-0.299,-0.701,-0.194,0.17,0.229,0.204,0.237,-0.259,0.297,-0.194,-0.595,0.038,0.473,-0.093,0.403,-0.217,1.078,1.408,0.8,0.678,1.208,1.088,1.07,0.742,1.304,0.875,0.852,0.977,1.627,1.306,1.263,0.893,1.041,1.7,1.248,1.841,1.705,1.413,1.413,1.898,1.677,1.737,1.7970000000000002,1.8570000000000002,1.9170000000000003,1.9770000000000003,2.0370000000000004,2.0970000000000004,2.1570000000000005,2.2170000000000005,2.2770000000000006,2.3370000000000006,2.3970000000000007,2.4570000000000007,2.517000000000001,2.577000000000001,2.637000000000001,2.697000000000001,2.757000000000001
215,United Kingdom,GBR,0.492,-0.735,-0.869,0.022,-0.579,-0.142,0.215,-0.07,-0.213,-0.077,0.249,-0.061,0.197,-0.068,0.599,0.723,-0.329,0.061,-0.791,-0.03,0.166,0.108,0.338,0.328,-0.532,-0.604,-0.293,0.296,1.133,1.005,0.197,0.512,-0.024,0.406,1.114,-0.146,0.877,0.855,1.126,0.714,0.622,1.003,1.185,1.026,1.108,1.241,1.327,0.829,0.942,-0.065,0.837,0.565,0.357,1.712,0.607,1.155,1.419,0.994,1.23,1.372,0.929,1.912,1.972,2.032,2.092,2.152,2.212,2.2720000000000002,2.3320000000000003,2.3920000000000003,2.4520000000000004,2.5120000000000005,2.5720000000000005,2.6320000000000006,2.6920000000000006,2.7520000000000007,2.8120000000000007,2.8720000000000008,2.932000000000001,2.992000000000001
216,United States,USA,0.003,-0.027,0.425,-0.281,-0.36,-0.212,0.078,-0.079,-0.268,-0.02,-0.411,-0.257,-0.025,0.092,-0.367,-0.12,0.4,0.022,-0.337,0.41,0.872,-0.351,0.551,-0.23,-0.028,0.584,0.92,0.483,0.316,0.675,0.529,0.396,0.01,0.472,0.638,-0.005,0.389,1.274,0.756,1.002,0.788,0.953,0.991,0.863,1.154,1.033,1.148,0.219,0.408,0.704,0.543,1.455,0.619,0.506,1.53,2.223,1.434,1.277,1.037,1.332,1.149,1.223,1.2830000000000001,1.3430000000000002,1.4030000000000002,1.4630000000000003,1.5230000000000004,1.5830000000000004,1.6430000000000005,1.7030000000000005,1.7630000000000006,1.8230000000000006,1.8830000000000007,1.9430000000000007,2.0030000000000006,2.0630000000000006,2.1230000000000007,2.1830000000000007,2.2430000000000008,2.303000000000001
217,United States Virgin Islands,VIR,0.034,-0.018,0.263,0.055,-0.224,0.01,-0.19,-0.258,0.52,0.143,-0.248,-0.034,0.28,-0.299,-0.131,-0.322,0.219,0.26,0.204,0.687,0.734,0.253,0.679,0.328,0.0,0.286,0.663,0.652,0.107,0.495,0.511,0.41,0.526,0.739,0.794,0.461,0.578,1.255,0.63,0.099,0.812,1.004,,,,,,,1.058,1.938,0.933,,,,,,,,,,0.681,0.683,0.7430000000000001,0.8030000000000002,0.8630000000000002,0.9230000000000003,0.9830000000000003,1.0430000000000004,1.1030000000000004,1.1630000000000005,1.2230000000000005,1.2830000000000006,1.3430000000000006,1.4030000000000007,1.4630000000000007,1.5230000000000008,1.5830000000000009,1.643000000000001,1.703000000000001,1.763000000000001
218,Uruguay,URY,0.384,-0.47,0.324,-0.764,0.176,-0.431,0.009,0.382,0.153,0.394,-0.317,0.255,-0.12,-0.047,0.034,-0.313,0.515,0.132,0.161,0.597,0.544,0.615,-0.011,0.134,0.453,0.786,0.36,-0.486,0.76,0.606,0.333,0.166,0.304,0.478,0.309,0.477,1.11,0.116,0.079,0.358,1.255,0.629,0.321,0.454,0.804,0.582,0.135,0.728,0.509,0.292,0.502,0.901,0.218,1.256,1.11,0.362,1.615,1.271,0.828,0.886,0.904,0.525,0.585,0.645,0.7050000000000001,0.7650000000000001,0.8250000000000002,0.8850000000000002,0.9450000000000003,1.0050000000000003,1.0650000000000004,1.1250000000000004,1.1850000000000005,1.2450000000000006,1.3050000000000006,1.3650000000000007,1.4250000000000007,1.4850000000000008,1.5450000000000008,1.6050000000000009
219,"Uzbekistan, Rep. of",UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,-0.236,-0.053,1.369,-0.469,1.52,0.475,1.284,1.363,1.531,1.808,0.117,1.899,1.345,1.542,1.348,0.672,1.03,1.752,1.012,0.64,1.484,0.13,1.344,2.221,1.713,0.959,1.853,1.627,1.446,2.52,2.58,2.64,2.7,2.7600000000000002,2.8200000000000003,2.8800000000000003,2.9400000000000004,3.0000000000000004,3.0600000000000005,3.1200000000000006,3.1800000000000006,3.2400000000000007,3.3000000000000007,3.3600000000000008,3.420000000000001,3.480000000000001,3.540000000000001,3.600000000000001
220,Vanuatu,VUT,0.208,0.132,-0.125,0.26,-0.528,-0.223,-0.201,-0.35,0.053,0.284,0.001,-0.336,0.574,0.19,0.081,0.024,-0.044,-0.009,0.007,0.04,0.004,-0.045,0.081,-0.006,0.525,-0.111,-0.222,0.637,0.064,0.332,-0.025,-0.053,-0.377,-0.115,0.304,0.35,0.075,0.756,0.892,0.637,0.46,0.488,0.314,0.403,0.477,0.354,0.802,0.639,0.369,0.822,0.614,0.326,0.612,0.501,0.508,0.994,0.927,0.351,0.665,1.018,0.938,1.285,1.345,1.405,1.465,1.5250000000000001,1.5850000000000002,1.6450000000000002,1.7050000000000003,1.7650000000000003,1.8250000000000004,1.8850000000000005,1.9450000000000005,2.0050000000000003,2.0650000000000004,2.1250000000000004,2.1850000000000005,2.2450000000000006,2.3050000000000006,2.3650000000000007
221,"Venezuela, Rep. Bolivariana de",VEN,0.023,-0.125,-0.026,0.074,-0.182,0.195,-0.258,-0.172,0.472,0.236,-0.382,-0.076,0.363,-0.345,-0.267,-0.357,0.281,0.164,0.293,0.452,0.244,0.19,0.531,-0.062,-0.346,-0.212,0.463,0.229,-0.188,0.159,0.387,0.39,0.391,0.23,0.643,0.455,0.603,1.056,0.266,0.224,0.575,0.805,0.841,0.684,0.921,0.662,0.735,0.51,0.79,1.133,0.606,0.611,0.922,0.861,1.155,1.136,0.846,0.807,1.201,1.334,0.716,0.641,0.7010000000000001,0.7610000000000001,0.8210000000000002,0.8810000000000002,0.9410000000000003,1.0010000000000003,1.0610000000000004,1.1210000000000004,1.1810000000000005,1.2410000000000005,1.3010000000000006,1.3610000000000007,1.4210000000000007,1.4810000000000008,1.5410000000000008,1.6010000000000009,1.661000000000001,1.721000000000001
222,Vietnam,VNM,0.024,-0.232,-0.299,0.066,-0.003,0.484,-0.125,-0.305,0.531,-0.06,-0.472,0.01,0.459,-0.374,0.174,-0.559,-0.101,0.043,0.323,0.27,0.403,0.14,0.017,-0.183,-0.076,0.035,1.001,0.13,-0.032,0.334,0.548,0.047,0.292,0.358,0.369,0.014,0.318,1.307,0.737,0.122,0.679,0.715,1.074,0.371,0.817,0.885,0.518,0.216,0.691,1.113,0.128,0.764,0.928,0.551,1.18,1.139,1.103,0.78,1.734,1.418,1.025,0.945,1.005,1.065,1.125,1.185,1.245,1.3050000000000002,1.3650000000000002,1.4250000000000003,1.4850000000000003,1.5450000000000004,1.6050000000000004,1.6650000000000005,1.7250000000000005,1.7850000000000006,1.8450000000000006,1.9050000000000007,1.9650000000000007,2.025000000000001
223,Wallis and Futuna Islands,WLF,0.32,-0.054,0.122,0.185,-0.412,0.046,-0.256,-0.098,-0.214,0.05,-0.044,-0.119,0.362,0.126,-0.023,-0.12,-0.142,-0.027,0.155,0.195,0.126,0.071,0.029,-0.001,0.073,-0.067,0.046,0.499,0.148,0.273,0.048,-0.137,-0.383,-0.221,0.367,0.292,0.059,0.359,0.21,0.373,0.615,0.661,0.36,0.425,0.618,0.456,0.721,0.147,0.203,0.719,0.511,0.526,0.565,0.512,0.552,1.049,0.879,0.619,1.05,0.956,0.646,0.621,0.681,0.7410000000000001,0.8010000000000002,0.8610000000000002,0.9210000000000003,0.9810000000000003,1.0410000000000004,1.1010000000000004,1.1610000000000005,1.2210000000000005,1.2810000000000006,1.3410000000000006,1.4010000000000007,1.4610000000000007,1.5210000000000008,1.5810000000000008,1.641000000000001,1.701000000000001
224,West Bank and Gaza,PSE,-0.134,0.839,0.841,-0.636,-0.041,0.597,-0.9,-0.056,0.285,0.236,-0.308,-0.466,-0.452,-0.234,-0.39,-0.552,0.04,-0.047,0.635,-0.176,-0.193,-0.54,-1.046,-0.2,0.026,0.07,-0.276,0.057,-0.152,-0.14,0.366,-1.059,-0.384,0.79,-0.165,0.342,-0.12,0.893,0.899,0.299,0.926,0.806,0.641,0.614,0.268,0.651,0.59,0.797,0.908,2.402,0.652,1.113,1.19,0.942,1.423,1.74,0.881,2.143,1.339,1.621,1.972,1.28,1.34,1.4000000000000001,1.4600000000000002,1.5200000000000002,1.5800000000000003,1.6400000000000003,1.7000000000000004,1.7600000000000005,1.8200000000000005,1.8800000000000006,1.9400000000000006,2.0000000000000004,2.0600000000000005,2.1200000000000006,2.1800000000000006,2.2400000000000007,2.3000000000000007,2.3600000000000008
225,Western Sahara,ESH,0.656,0.596,0.368,0.853,-0.319,0.312,0.008,-0.356,0.341,0.614,-0.709,-1.15,-0.051,-0.639,-0.305,-1.055,0.006,0.326,0.497,0.409,0.496,0.229,0.655,0.311,0.608,0.16,0.974,0.386,0.581,1.217,0.447,0.417,0.221,0.696,1.265,1.29,1.442,1.344,0.854,0.773,1.26,1.181,1.318,1.465,1.098,1.368,0.867,1.334,0.91,1.921,1.558,1.317,1.355,1.278,1.352,1.446,1.905,0.644,1.206,1.797,1.32,1.69,1.75,1.81,1.87,1.9300000000000002,1.9900000000000002,2.0500000000000003,2.1100000000000003,2.1700000000000004,2.2300000000000004,2.2900000000000005,2.3500000000000005,2.4100000000000006,2.4700000000000006,2.5300000000000007,2.5900000000000007,2.650000000000001,2.710000000000001,2.770000000000001
226,World,WLD,0.209,0.034,0.164,-0.252,-0.224,0.201,-0.117,-0.122,-0.093,0.153,-0.089,-0.198,0.269,-0.182,0.088,-0.313,0.272,0.001,0.218,0.328,0.437,0.076,0.452,0.119,-0.035,0.236,0.394,0.551,0.325,0.633,0.459,0.181,0.343,0.502,0.83,0.352,0.658,0.99,0.777,0.726,0.833,1.015,0.895,0.911,1.1,0.999,1.19,0.928,0.948,1.215,0.913,1.07,1.016,1.047,1.407,1.659,1.429,1.283,1.435,1.682,1.466,1.374,1.4340000000000002,1.4940000000000002,1.5540000000000003,1.6140000000000003,1.6740000000000004,1.7340000000000004,1.7940000000000005,1.8540000000000005,1.9140000000000006,1.9740000000000006,2.0340000000000007,2.0940000000000007,2.154000000000001,2.214000000000001,2.274000000000001,2.334000000000001,2.394000000000001,2.454000000000001
227,"Yemen, Rep. of",YEM,0.061,0.02,0.2,-0.215,-0.586,0.122,-0.224,-0.224,0.276,0.402,-0.178,0.066,0.265,-0.205,-0.068,-0.175,0.263,0.201,0.42,0.62,-0.175,-0.174,-0.028,0.237,0.484,-0.273,-0.149,0.85,0.274,0.239,,,,,,,-0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Zambia,ZMB,0.233,-0.162,-0.385,-0.275,-0.405,0.311,-0.012,-0.125,0.243,0.352,-0.241,-0.124,0.394,-0.385,-0.109,-0.297,0.525,0.096,0.254,0.156,-0.143,0.351,1.056,0.571,0.219,0.073,0.97,0.669,0.182,0.827,0.113,0.724,0.021,0.344,0.719,0.729,0.488,1.026,0.227,0.124,0.384,0.764,0.948,0.406,1.151,0.76,0.962,0.518,0.506,1.453,0.969,1.109,1.157,1.001,2.061,1.575,0.579,0.998,1.349,1.386,1.269,1.062,1.122,1.1820000000000002,1.2420000000000002,1.3020000000000003,1.3620000000000003,1.4220000000000004,1.4820000000000004,1.5420000000000005,1.6020000000000005,1.6620000000000006,1.7220000000000006,1.7820000000000007,1.8420000000000007,1.9020000000000008,1.9620000000000009,2.0220000000000007,2.0820000000000007,2.142000000000001
229,Zimbabwe,ZWE,0.29,0.254,-0.444,-0.086,-0.46,0.224,-0.05,0.089,0.21,0.416,-0.057,-0.402,0.592,-0.504,-0.284,-0.456,0.418,-0.029,0.176,-0.033,-0.359,0.186,1.244,0.503,0.037,0.031,1.068,0.457,0.196,0.549,0.199,1.068,0.414,0.069,0.777,-0.242,0.167,0.995,0.255,-0.212,0.216,0.635,0.486,-0.005,1.145,-0.14,0.3,0.196,-0.159,0.944,0.422,0.465,0.22,0.147,0.944,1.248,0.243,0.636,1.199,0.581,0.109,-0.251,-0.191,-0.131,-0.07100000000000001,-0.01100000000000001,0.04899999999999999,0.10899999999999999,0.16899999999999998,0.22899999999999998,0.289,0.349,0.409,0.469,0.5289999999999999,0.589,0.649,0.7090000000000001,0.7690000000000001,0.8290000000000002
